Fecha,Proyección,Pesimista,Optimista
2026-04-30,151.90518142243218,134.6220964603955,169.23902584630918
2026-05-31,151.69752105772864,135.28779407897582,170.72330876246022
2026-06-30,159.70640834087595,141.9556214353982,176.4898373664346
2026-07-31,173.94349591258063,155.87793361242524,190.8222302799289
2026-08-31,189.70863807294418,171.75905385740643,206.99595947200572
2026-09-30,203.86379565597244,186.55130677657223,221.18954119898714
2026-10-31,1292.3516385712896,1275.9068772732362,1309.9342723704822
2026-11-30,1128.053372900417,1109.803744891234,1144.9750538703038
2026-12-31,227.0868505991795,208.9970343112363,244.5527284246556
2027-01-31,211.760888189555,195.19313149843344,229.03265994129902
2027-02-28,178.98782782750172,161.57108877881964,195.77439026856754
2027-03-31,161.76259980161385,144.03158991566025,178.36090480843163
2027-04-30,161.40281346012293,143.7091542316601,179.43936017775957
2027-05-31,161.26880072556438,143.9508792691778,179.12611992612443
2027-06-30,171.18658745416766,153.1376816637474,188.17877223862212
2027-07-31,188.49937449911553,170.16064633641426,207.01708244972457
2027-08-31,207.40018241366815,189.35568549798026,225.04623431298143
2027-09-30,223.866704845234,205.98492983943092,241.92369411130895
2027-10-31,1287.1590670513124,1266.836683539211,1306.246342625129
2027-11-30,1131.3578293828218,1112.7636608967728,1150.8549850064246
